Symbol,Company Name,Sector,Industry,Market Cap,Net Profit (Cr),ROCE (%),ROE (%),Debt to Equity,Latest Quarter Profit (Cr),Last 3Q Avg Profit (Cr),Public Holding (%),Is Bank/Finance,Is PSU,Passes Criteria,Screening Date
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1923839488,4.02,0.95,2.52,0.3827,1.02,0.85,45.71,False,False,False,2026-01-08
AERONEU,Aeroflex Neu Limited,Consumer Cyclical,Packaging & Containers,1909926400,0.2,0.28,1.6,0.2716,1.02,0.39,11.31,False,False,False,2026-01-08
DGCONTENT,Digicontent Limited,Communication Services,Internet Content & Information,1899073792,24.31,9.77,76.58,2.7553,9.52,5.05,25.4,False,False,False,2026-01-08
KRITIKA,Kritika Wires Limited,Basic Materials,Steel,1895913600,10.13,2.4,8.64,0.3976,1.14,2.3,56.23,False,False,False,2026-01-08
AKSHARCHEM,AksharChem (India) Limited,Basic Materials,Specialty Chemicals,1882155136,4.77,0.94,0.73,0.2844,1.37,1.1,28.76,False,False,False,2026-01-08
EMMBI,Emmbi Industries Limited,Consumer Cyclical,Packaging & Containers,1881800960,6.61,3.73,3.96,0.8401,2.86,1.68,35.22,False,False,False,2026-01-08
NITIRAJ,Nitiraj Engineers Limited,Technology,Scientific & Technical Instruments,1876548096,4.83,6.78,9.66,0.0003,1.63,2.2,22.85,False,False,False,2026-01-08
CENTEXT,Century Extrusions Limited,Basic Materials,Aluminum,1871782528,9.94,8.6,12.34,0.6368,2.76,2.49,55.86,False,False,False,2026-01-08
EXCEL,Excel Realty N Infra Limited,Industrials,Conglomerates,1867046400,0.69,-1.93,0.09,0.0049,1.09,0.96,62.51,False,False,False,2026-01-08
NATCAPSUQ,Natural Capsules Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1862855424,0.62,-0.76,-4.74,0.4569,6.99,2.07,34.81,False,False,False,2026-01-08
RANASUG,Rana Sugars Limited,Consumer Defensive,Confectioners,1858921088,34.38,1.66,5.64,0.4316,14.13,16.26,73.06,False,False,False,2026-01-08
LANCORHOL,Lancor Holdings Limited,Real Estate,Real Estate - Development,1838028416,4.67,2.38,-2.25,0.6434,2.52,0.74,38.02,False,False,False,2026-01-08
NECCLTD,North Eastern Carrying Corporation Limited,Industrials,Trucking,1820999936,10.25,2.57,3.34,0.555,1.82,1.83,35.36,False,False,False,2026-01-08
ROSSELLIND,Rossell India Limited,Industrials,Conglomerates,1819753344,19.69,4.72,9.02,0.3515,27.36,12.08,14.8,False,False,False,2026-01-08
INCREDIBLE,Incredible Industries Limited,Basic Materials,Steel,1818832128,12.49,5.96,9.81,0.1194,1.49,4.19,7.73,False,False,False,2026-01-08
BRNL,Bharat Road Network Limited,Industrials,Infrastructure Operations,1802406400,141.12,-2.38,44.21,0.7733,4.75,61.85,17.57,False,True,False,2026-01-08
ASPINWALL,Aspinwall and Company Limited,Consumer Defensive,Farm Products,1800160768,14.53,0.41,3.55,0.4371,2.8,3.45,31.04,False,False,False,2026-01-08
TIPSFILMS,Tips Films Limited,Communication Services,Entertainment,1796807552,45.4,-13.13,-76.64,4.5343,14.25,13.29,19.6,False,False,False,2026-01-08
JMA,Jullundur Motor Agency (Delhi) Limited,Consumer Cyclical,Auto Parts,1783201024,25.75,5.84,11.5,0.0,5.86,7.35,48.91,False,False,False,2026-01-08
PLAZACABLE,Plaza Wires Limited,Industrials,Electrical Equipment & Parts,1772956672,2.88,2.79,2.98,0.2723,0.52,1.04,30.8,False,False,False,2026-01-08
ARCHIDPLY,Archidply Industries Limited,Basic Materials,Lumber & Wood Production,1762820096,7.36,3.27,1.28,1.7816,2.65,0.81,30.2,False,False,False,2026-01-08
GULFPETRO,GP Petroleums Limited,Energy,Oil & Gas Refining & Marketing,1757161856,26.32,5.68,8.31,0.0462,5.47,7.24,43.49,False,False,False,2026-01-08
MAGNUM,Magnum Ventures Limited,Basic Materials,Paper & Paper Products,1749440256,9.5,1.14,-0.46,0.3935,1.2,10.64,39.34,False,False,False,2026-01-08
SAMPANN,Sampann Utpadan India Limited,Basic Materials,Specialty Chemicals,1744957440,3.98,0.8,45.84,2.0251,1.83,2.59,45.5,False,False,False,2026-01-08
AARTECH,Aartech Solonics Limited,Industrials,Electrical Equipment & Parts,1743240448,2.76,5.07,9.07,0.1597,2.16,1.48,28.37,False,False,False,2026-01-08
INDTERRAIN,Indian Terrain Fashions Limited,Consumer Cyclical,Apparel Retail,1732574464,42.66,0.41,-7.12,0.5977,0.38,3.94,42.71,False,True,False,2026-01-08
TAINWALCHM,Tainwala Chemicals and Plastics (India) Limited,Basic Materials,Specialty Chemicals,1730161024,4.92,0.36,4.61,0.0,3.88,1.18,27.06,False,False,False,2026-01-08
MARALOVER,Maral Overseas Limited,Consumer Cyclical,Textile Manufacturing,1720506624,24.2,-0.4,-24.77,4.473,2.78,7.79,21.78,False,False,False,2026-01-08
DCM,DCM Limited,Industrials,Metal Fabrication,1699310336,21.92,-0.67,75.78,0.0273,1.45,8.25,30.98,False,False,False,2026-01-08
RELIABLE,Reliable Data Services Limited,Technology,Information Technology Services,1693821696,9.02,5.34,16.7,0.6606,2.24,2.72,19.96,False,False,False,2026-01-08
SAMBHAAV,Sambhaav Media Limited,Communication Services,Publishing,1692577152,0.06,0.7,-0.22,0.1064,0.31,0.39,16.51,False,False,False,2026-01-08
DTIL,Dhunseri Tea & Industries Limited,Consumer Defensive,Packaged Foods,1692234240,20.05,-2.29,-1.38,0.4283,21.16,19.15,18.93,False,False,False,2026-01-08
PRAXIS,Praxis Home Retail Limited,Consumer Cyclical,Specialty Retail,1686385408,34.98,-8.11,7187.15,3.0988,81.04,13.06,43.15,False,False,False,2026-01-08
ISHANCH,Ishan Dyes and Chemicals Limited,Basic Materials,Chemicals,1686302080,1.08,0.14,-3.61,0.6288,3.62,0.5,22.72,False,False,False,2026-01-08
KEYFINSERV,Keynote Financial Services Limited,Financial Services,Capital Markets,1656979584,14.57,5.9,6.61,0.0096,0.91,8.63,22.28,True,False,False,2026-01-08
INDBANK,Indbank Merchant Banking Services Limited,Financial Services,Capital Markets,1646108416,8.46,5.09,6.82,0.032,2.14,1.87,32.62,True,False,False,2026-01-08
SONAMLTD,Sonam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1637308800,6.33,5.72,9.71,0.3011,0.0,0.0,38.37,False,False,False,2026-01-08
BHARATGEAR,Bharat Gears Limited,Consumer Cyclical,Auto Parts,1629211264,3.19,2.07,0.24,0.6449,7.22,4.55,43.6,False,True,False,2026-01-08
SUPERHOUSE,Superhouse Limited,Consumer Cyclical,Footwear & Accessories,1619165696,9.11,1.53,1.2,0.3904,4.25,0.51,26.05,False,False,False,2026-01-08
BAIDFIN,Baid Finserv Limited,Financial Services,Credit Services,1617309440,13.45,3.67,9.37,1.4261,4.55,4.13,20.48,True,False,False,2026-01-08
UMIYA-MRO,Umiya Buildcon Limited,Real Estate,Real Estate - Development,1607623168,5.84,4.77,41.77,1.0001,31.43,1.45,18.77,False,False,False,2026-01-08
ESSENTIA,Integra Essentia Limited,Consumer Defensive,Food Distribution,1601535872,3.84,1.07,1.66,0.2321,1.09,0.61,64.31,False,False,False,2026-01-08
SADBHAV,Sadbhav Engineering Limited,Industrials,Engineering & Construction,1592177024,189.48,3.55,0.0,0.0,5.61,64.48,63.48,False,False,False,2026-01-08
ALPA,Alpa Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1591326976,19.5,-0.94,10.7,0.0,0.11,7.61,45.67,False,False,False,2026-01-08
LAL,Lorenzini Apparels Limited,Consumer Cyclical,Apparel Manufacturing,1582295552,5.84,4.91,-10.99,0.2627,1.42,3.05,18.87,False,False,False,2026-01-08
MODTHREAD,Modern Threads (India) Limited,Consumer Cyclical,Textile Manufacturing,1582280832,3.37,0.0,0.0,0.0,2.62,1.06,0.0,False,False,False,2026-01-08
HPIL,Hindprakash Industries Limited,Basic Materials,Specialty Chemicals,1568987392,1.64,1.34,1.86,0.731,0.14,0.27,9.91,False,False,False,2026-01-08
IVP,IVP Limited,Basic Materials,Specialty Chemicals,1561843584,11.31,3.85,7.85,0.6942,4.0,2.3,25.77,False,False,False,2026-01-08
CORALFINAC,Coral India Finance and Housing Limited,Real Estate,Real Estate Services,1560502144,17.49,4.08,5.81,0.0,3.53,3.16,23.4,False,False,False,2026-01-08
ISFT,IntraSoft Technologies Limited,Consumer Cyclical,Internet Retail,1559233280,12.68,3.66,5.43,0.0466,3.41,3.05,42.77,False,False,False,2026-01-08
AVROIND,Avro India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1552733952,3.04,4.32,6.49,0.2682,1.21,0.87,36.72,False,False,False,2026-01-08
CUBEXTUB,Cubex Tubings Limited,Basic Materials,Copper,1551827456,6.66,4.61,9.88,0.5281,1.74,1.15,31.18,False,False,False,2026-01-08
SIGIND,Signet Industries Limited,Industrials,Conglomerates,1538456448,15.64,6.72,7.02,1.7384,3.47,4.21,36.4,False,False,False,2026-01-08
FELDVR,Future Enterprises Limited,Consumer Cyclical,Department Stores,1512573568,2877.43,-5.1,-238.27,0.0,0.0,0.0,820.28,False,False,False,2026-01-08
AUSOMENT,AuSom Enterprise Limited,Financial Services,Capital Markets,1494367488,19.55,9.27,19.16,0.0008,1.81,8.66,21.25,True,False,False,2026-01-08
VISHWARAJ,Vishwaraj Sugar Industries Limited,Consumer Defensive,Confectioners,1487763200,37.02,0.22,-10.87,1.2311,14.37,6.22,74.56,False,False,False,2026-01-08
AIROLAM,Airo Lam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1486248192,2.7,4.05,10.35,1.1764,2.78,2.14,69.93,False,False,False,2026-01-08
BSL,BSL Limited,Consumer Cyclical,Textile Manufacturing,1479737216,8.16,3.69,4.66,3.6639,1.72,1.26,33.18,False,False,False,2026-01-08
MUKTAARTS,Mukta Arts Limited,Communication Services,Entertainment,1471538304,17.31,-3.51,0.0,0.0,3.56,4.16,24.49,False,False,False,2026-01-08
WEIZMANIND,Weizmann Limited,Consumer Cyclical,Textile Manufacturing,1469746816,3.6,8.34,-5.35,0.1186,1.99,3.96,6.69,False,False,False,2026-01-08
BTML,Bodhi Tree Multimedia Limited,Communication Services,Entertainment,1467446912,4.88,7.33,13.18,0.3208,2.63,1.54,32.7,False,False,False,2026-01-08
RUCHINFRA,Ruchi Infrastructure Limited,Industrials,Specialty Business Services,1467262080,1.67,0.88,4.8,0.4362,1.43,3.56,99.62,False,False,False,2026-01-08
BALAXI,Balaxi Pharmaceuticals Limited,Healthcare,Biotechnology,1460238464,25.07,11.2,-1.24,0.0964,0.21,4.76,92.73,False,False,False,2026-01-08
VIPULLTD,Vipul Limited,Real Estate,Real Estate - Diversified,1458971904,28.29,-1.87,-6.2,0.1949,7.24,13.38,65.1,False,False,False,2026-01-08
KREBSBIO,Krebs Biochemicals & Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1453416192,26.94,-7.5,0.0,0.0,6.14,7.11,18.85,False,True,False,2026-01-08
NORBTEAEXP,Norben Tea & Exports Limited,Consumer Defensive,Farm Products,1446223104,0.18,0.54,-4.59,0.4293,0.11,0.49,35.3,False,False,False,2026-01-08
SHAHALLOYS,Shah Alloys Limited,Basic Materials,Steel,1445969536,19.73,-2.56,0.0,0.0,12.41,4.14,33.1,False,False,False,2026-01-08
CROWN,Crown Lifters Limited,Industrials,Rental & Leasing Services,1440516352,18.98,5.74,17.77,0.668,2.2,2.9,30.57,False,False,False,2026-01-08
INDIANCARD,The Indian Card Clothing Company Limited,Consumer Cyclical,Textile Manufacturing,1437988608,91.87,-2.85,7.46,0.0144,5.41,6.67,30.24,False,True,False,2026-01-08
GVPTECH,GVP Infotech Limited,Technology,Information Technology Services,1432796544,2.64,-38.32,-71.37,0.0,90.29,1.63,13.69,False,False,False,2026-01-08
ALPHAGEO,Alphageo (India) Limited,Energy,Oil & Gas Equipment & Services,1425962368,6.11,-5.4,-6.1,0.0,5.72,4.15,44.22,False,False,False,2026-01-08
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Financial Services,Credit Services,1418652544,335.72,60.49,71.44,0.0,30.69,131.17,36.11,True,False,False,2026-01-08
SOMICONVEY,Somi Conveyor Beltings Limited,Industrials,Specialty Industrial Machinery,1407703040,5.49,4.39,5.82,0.1926,0.86,1.19,24.12,False,False,False,2026-01-08
TEXMOPIPES,Texmo Pipes and Products Limited,Industrials,Building Products & Equipment,1405155328,19.18,3.45,8.28,0.2869,2.33,5.36,59.55,False,False,False,2026-01-08
OSWALSEEDS,ShreeOswal Seeds and Chemicals Limited,Basic Materials,Agricultural Inputs,1390343936,3.53,9.55,23.36,0.9746,0.32,2.72,33.34,False,False,False,2026-01-08
MAHESHWARI,Maheshwari Logistics Limited,Industrials,Integrated Freight & Logistics,1376861696,18.14,5.7,9.59,1.4528,3.96,4.94,40.88,False,False,False,2026-01-08
RPPL,Rajshree Polypack Limited,Consumer Cyclical,Packaging & Containers,1370065920,7.96,4.73,6.89,0.6956,4.6,2.89,48.98,False,False,False,2026-01-08
ANIKINDS,Anik Industries Limited,Consumer Defensive,Food Distribution,1354682880,3.1,0.34,0.38,0.047,0.28,0.44,20.16,False,False,False,2026-01-08
STEELCITY,Steel City Securities Limited,Financial Services,Capital Markets,1352387072,17.15,6.71,11.52,0.0872,4.08,4.3,26.34,True,False,False,2026-01-08
RHFL,Reliance Home Finance Limited,Financial Services,Mortgage Finance,1351610624,24.17,153.94,0.0,0.0,0.69,9.86,131.18,True,False,False,2026-01-08
GLOBE,Globe Enterprises (India) Limited,Consumer Cyclical,Textile Manufacturing,1351256320,9.5,4.12,6.64,1.0762,4.46,1.46,66.2,False,False,False,2026-01-08
GANGESSECU,Ganges Securities Limited,Consumer Defensive,Packaged Foods,1334739840,5.06,0.18,0.15,0.0,2.91,2.13,19.45,False,False,False,2026-01-08
SALONA,Salona Cotspin Limited,Consumer Cyclical,Textile Manufacturing,1329808512,3.13,4.5,1.49,2.784,1.07,2.01,0.0,False,False,False,2026-01-08
SHYAMCENT,Shyam Century Ferrous Limited,Basic Materials,Steel,1328203008,9.31,-5.28,-4.53,0.0067,0.8,2.82,28.43,False,False,False,2026-01-08
HINDCON,Hindcon Chemicals Limited,Basic Materials,Specialty Chemicals,1322765696,3.8,3.52,7.24,0.1085,0.0,0.0,42.57,False,False,False,2026-01-08
DHARAN,Dharan Infra-EPC Limited,Real Estate,Real Estate - Development,1320949504,38.34,0.0,0.0,0.0725,8.36,7.64,62.63,False,False,False,2026-01-08
SECMARK,SecMark Consultancy Limited,Industrials,Consulting Services,1318578432,4.29,8.24,20.89,0.0,0.86,1.61,20.96,False,False,False,2026-01-08
SURANASOL,Surana Solar Limited,Technology,Solar,1310863744,0.05,-5.63,0.29,0.0025,0.2,0.44,54.83,False,False,False,2026-01-08
SADBHIN,Sadbhav Infrastructure Project Limited,Industrials,Engineering & Construction,1302802048,74.98,4.51,0.0,0.0,10.47,33.9,24.62,False,False,False,2026-01-08
MOKSH,Moksh Ornaments Limited,Consumer Cyclical,Luxury Goods,1290571648,6.25,5.85,9.62,0.3114,2.41,2.24,129.86,False,False,False,2026-01-08
SMARTLINK,Smartlink Holdings Limited,Technology,Communication Equipment,1284842752,6.61,2.38,5.33,0.015,1.86,2.85,26.66,False,False,False,2026-01-08
RKEC,RKEC Projects Limited,Industrials,Engineering & Construction,1284216832,20.04,4.33,8.31,0.9945,2.72,5.77,44.63,False,False,False,2026-01-08
HECPROJECT,HEC Infra Projects Limited,Industrials,Engineering & Construction,1276843648,9.24,9.96,22.96,0.7381,5.67,1.16,18.49,False,False,False,2026-01-08
WIPL,The Western India Plywoods Limited,Basic Materials,Lumber & Wood Production,1272931200,2.8,3.12,4.96,0.4428,0.19,0.88,31.43,False,False,False,2026-01-08
REGENCERAM,Regency Ceramics Limited,Industrials,Building Products & Equipment,1269196160,2.25,-13.6,0.0,0.0,4.23,5.75,20.88,False,False,False,2026-01-08
UMAEXPORTS,Uma Exports Limited,Consumer Defensive,Farm Products,1262459136,3.52,1.18,-2.03,0.9592,1.23,2.64,9.29,False,False,False,2026-01-08
GOYALALUM,Goyal Aluminiums Limited,Basic Materials,Aluminum,1262434304,2.29,3.21,8.77,0.0573,0.54,0.52,25.77,False,False,False,2026-01-08
AAATECH,AAA Technologies Limited,Technology,Information Technology Services,1262028800,3.51,5.82,11.72,0.0,0.81,0.9,57.81,False,False,False,2026-01-08
TARMAT,Tarmat Limited,Industrials,Engineering & Construction,1256518656,1.87,0.65,1.77,0.0647,1.46,0.53,25.61,False,False,False,2026-01-08
JOCIL,Jocil Limited,Basic Materials,Specialty Chemicals,1255261824,1.02,0.3,0.91,0.0261,1.87,1.77,44.9,False,False,False,2026-01-08
LAMBODHARA,Lambodhara Textiles Limited,Consumer Cyclical,Textile Manufacturing,1253510272,6.82,4.67,6.06,0.3227,3.32,1.3,61.51,False,False,False,2026-01-08
LAGNAM,Lagnam Spintex Limited,Consumer Cyclical,Textile Manufacturing,1252908800,12.85,5.87,11.36,2.8947,0.38,4.29,32.24,False,False,False,2026-01-08
COMPUSOFT,Compucom Software Limited,Consumer Defensive,Education & Training Services,1250760320,1.48,0.3,2.29,0.3282,0.69,0.84,22.76,False,False,False,2026-01-08
USK,Udayshivakumar Infra Limited,Industrials,Engineering & Construction,1250379904,7.21,-2.05,-6.97,0.3929,0.82,5.16,34.05,False,False,False,2026-01-08
BAGFILMS,B.A.G. Films and Media Limited,Communication Services,Broadcasting,1231050496,6.21,3.48,4.84,0.6033,0.36,2.04,35.05,False,False,False,2026-01-08
INVENTURE,Inventure Growth & Securities Limited,Financial Services,Capital Markets,1228499968,2.07,0.98,1.39,0.1045,0.8,2.52,54.92,True,False,False,2026-01-08
GTL,GTL Limited,Communication Services,Telecom Services,1226914944,8.38,28.87,0.0,0.0,39.47,22.88,82.13,False,False,False,2026-01-08
LATTEYS,Latteys Industries Limited,Industrials,Specialty Industrial Machinery,1226385920,1.81,4.61,9.56,0.3675,0.0,0.0,30.26,False,False,False,2026-01-08
RAJMET,Rajnandini Metal Limited,Basic Materials,Copper,1224806400,2.17,-0.16,-3.07,0.2818,0.0,0.0,79.57,False,False,False,2026-01-08
TOTAL,Total Transport Systems Limited,Industrials,Integrated Freight & Logistics,1216619008,8.93,5.52,17.18,0.4332,2.28,3.89,38.33,False,False,False,2026-01-08
RSSOFTWARE,R S Software (India) Limited,Technology,Information Technology Services,1215100288,8.73,-9.71,-18.38,0.0,5.92,2.55,48.52,False,False,False,2026-01-08
CURAA,CURAA,Technology,Software - Application,1210853632,0.66,-3.25,-12.65,0.5507,0.01,0.17,0.0,False,False,False,2026-01-08
PAR,Par Drugs and Chemicals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1196379776,13.36,5.04,9.53,0.0,4.13,1.85,19.25,False,False,False,2026-01-08
ZENITHEXPO,Zenith Exports Limited,Consumer Cyclical,Textile Manufacturing,1195741312,1.71,0.11,7.27,0.0362,0.84,1.69,24.76,False,False,False,2026-01-08
MITCON,MITCON Consultancy & Engineering Services Limited,Industrials,Engineering & Construction,1177829760,5.56,3.54,2.79,0.6295,0.93,1.01,83.12,False,False,False,2026-01-08
ARTNIRMAN,Art Nirman Limited,Real Estate,Real Estate - Development,1174179840,1.99,2.52,3.83,0.5267,0.77,0.41,26.85,False,False,False,2026-01-08
SMLT,Sarthak Metals Limited,Industrials,Metal Fabrication,1166089344,4.12,1.9,3.1,0.0235,0.76,0.98,24.71,False,False,False,2026-01-08
LOVABLE,Lovable Lingerie Limited,Consumer Cyclical,Apparel Manufacturing,1165204096,1.79,-4.02,1.32,0.0162,3.8,3.27,36.03,False,False,False,2026-01-08
TOUCHWOOD,Touchwood Entertainment Limited,Communication Services,Advertising Agencies,1163530880,5.19,8.94,15.89,0.0945,0.38,1.95,28.05,False,False,False,2026-01-08
OBCL,Orissa Bengal Carrier Limited,Industrials,Trucking,1162081536,2.31,1.69,-0.07,0.6295,2.15,1.11,23.06,False,False,False,2026-01-08
GROBTEA,The Grob Tea Company Limited,Consumer Defensive,Farm Products,1160355072,10.06,-1.48,-0.78,0.1411,16.32,7.05,10.96,False,False,False,2026-01-08
BALPHARMA,Bal Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1157647744,7.22,3.22,9.33,1.9772,0.71,2.04,34.04,False,False,False,2026-01-08
BEARDSELL,Beardsell Limited,Industrials,Building Products & Equipment,1145250560,9.83,5.48,11.51,0.3602,2.05,2.43,32.61,False,False,False,2026-01-08
DUCON,Ducon Infratechnologies Limited,Industrials,Specialty Industrial Machinery,1127491840,13.55,5.22,8.09,0.5796,3.69,3.38,56.83,False,False,False,2026-01-08
VAISHALI,Vaishali Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1106318848,0.82,-1.37,-0.57,0.2315,4.29,1.7,55.53,False,False,False,2026-01-08
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Consumer Defensive,Confectioners,1093808896,8.09,-0.53,-11.4,1.3815,7.18,15.48,43.7,False,False,False,2026-01-08
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Consumer Cyclical,Textile Manufacturing,1092376832,3.63,2.67,2.05,0.9632,0.31,1.73,31.98,False,False,False,2026-01-08
ABAN,Aban Offshore Limited,Energy,Oil & Gas Drilling,1092015104,889.39,2.76,0.0,0.0,307.44,263.08,50.53,False,False,False,2026-01-08
LOYALTEX,Loyal Textile Mills Limited,Consumer Cyclical,Textile Manufacturing,1081569536,51.24,-7.2,-6.11,1.3719,11.34,27.52,17.62,False,False,False,2026-01-08
HDIL,Housing Development and Infrastructure Limited,Real Estate,Real Estate - Diversified,1057028928,0.01,-0.01,0.0,0.0,2.6,3.54,0.0,False,False,False,2026-01-08
RELCHEMQ,Reliance Chemotex Industries Limited,Consumer Cyclical,Textile Manufacturing,1047522944,4.05,3.45,3.46,1.8028,1.65,1.03,22.46,False,False,False,2026-01-08
PALASHSECU,Palash Securities Limited,Consumer Defensive,Packaged Foods,1046599744,12.66,-1.33,-2.81,0.0686,0.66,3.45,42.64,False,False,False,2026-01-08
DIGJAMLMTD,Digjam Limited,Consumer Cyclical,Textile Manufacturing,1030636224,10.6,2.48,63.91,12.639,1.74,2.45,23.94,False,False,False,2026-01-08
TOKYOPLAST,Tokyo Plast International Limited,Consumer Cyclical,Packaging & Containers,1024536000,1.31,1.16,2.05,0.5869,0.08,0.31,20.6,False,True,False,2026-01-08
SIL,Standard Industries Limited,Consumer Cyclical,Textile Manufacturing,1023660352,13.51,-5.06,-13.61,0.0185,6.65,3.7,39.67,False,False,False,2026-01-08
ZENITHSTL,Zenith Steel Pipes & Industries Limited,Basic Materials,Steel,1022996416,0.23,2.46,0.0,0.0,0.72,1.31,58.49,False,False,False,2026-01-08
NARMADA,Narmada Agrobase Limited,Basic Materials,Agricultural Inputs,1008649024,4.09,5.44,9.92,0.1819,1.03,0.93,39.92,False,False,False,2026-01-08
DIGIDRIVE,Digidrive Distributors Limited,Consumer Cyclical,Internet Retail,1004943104,7.91,0.2,2.49,0.0039,1.75,2.13,43.76,False,False,False,2026-01-08
FIBERWEB,Fiberweb (India) Limited,Consumer Cyclical,Textile Manufacturing,1002527360,15.0,5.63,9.2,0.0355,2.55,4.54,47.45,False,False,False,2026-01-08
AKSHOPTFBR,Aksh Optifibre Limited,Technology,Communication Equipment,1002219456,25.97,-2.76,-179.52,0.0,3.05,5.95,72.19,False,False,False,2026-01-08
BHANDARI,Bhandari Hosiery Exports Limited,Consumer Cyclical,Apparel Manufacturing,1001520384,7.71,4.82,5.42,0.6495,2.07,2.08,60.7,False,False,False,2026-01-08
JHS,JHS Svendgaard Laboratories Limited,Consumer Defensive,Household & Personal Products,999302080,19.74,-2.49,-4.47,0.061,0.2,3.28,61.81,False,False,False,2026-01-08
GENSOL,Gensol Engineering Limited,Technology,Solar,991140608,59.55,0.0,0.0,2.2807,16.91,24.93,48.03,False,False,False,2026-01-08
KOHINOOR,Kohinoor Foods Limited,Consumer Defensive,Packaged Foods,979508224,364.75,-2.31,0.0,0.0,0.7,128.66,41.45,False,False,False,2026-01-08
BVCL,Barak Valley Cements Limited,Basic Materials,Building Materials,968566656,5.17,3.2,2.96,0.2858,0.18,1.29,33.03,False,False,False,2026-01-08
IL&FSTRANS,IL&FS Transportation Networks Limited,Industrials,Infrastructure Operations,963852928,0.0,-2.63,0.0,3.857,0.0,0.0,25.74,False,False,False,2026-01-08
ODIGMA,Odigma Consultancy Solutions Limited,Communication Services,Advertising Agencies,962163712,0.39,-0.06,0.72,0.0,0.12,0.11,41.51,False,False,False,2026-01-08
SEMAC,Semac Construction Limited,Industrials,Engineering & Construction,959945856,5.94,0.28,0.83,0.6157,0.01,1.12,42.85,False,False,False,2026-01-08
KAKATCEM,Kakatiya Cement Sugar and Industries Limited,Basic Materials,Building Materials,958205760,13.31,-6.34,-13.12,0.0486,11.49,5.23,38.37,False,False,False,2026-01-08
CALSOFT,California Software Company Limited,Technology,Software - Application,952157696,0.72,2.98,4.76,0.0238,0.23,0.22,305.13,False,False,False,2026-01-08
SPLIL,SPL Industries Limited,Consumer Cyclical,Apparel Manufacturing,949170112,9.79,-1.94,1.9,0.0,0.2,1.38,24.14,False,False,False,2026-01-08
SELMC,SEL Manufacturing Company Limited,Consumer Cyclical,Textile Manufacturing,947267136,130.72,-6.48,0.0,0.0,44.22,32.36,25.01,False,False,False,2026-01-08
ATAM,Atam Valves Limited,Industrials,Specialty Industrial Machinery,946156032,6.3,10.66,16.61,0.3353,0.9,1.65,44.73,False,False,False,2026-01-08
PRAKASHSTL,Prakash Steelage Limited,Basic Materials,Steel,938015296,1.3,3.48,16.12,0.2277,0.09,0.44,88.26,False,False,False,2026-01-08
LPDC,Landmark Property Development Company Limited,Real Estate,Real Estate Services,933636416,3.72,4.72,0.14,0.0,0.03,0.06,31.35,False,False,False,2026-01-08
ENERGYDEV,Energy Development Company Limited,Utilities,Utilities - Regulated Electric,932593472,97.26,2.91,-165.4,15.0078,10.57,35.0,41.9,False,False,False,2026-01-08
PATINTLOG,Patel Integrated Logistics Limited,Industrials,Integrated Freight & Logistics,931717568,7.6,2.33,6.55,0.107,2.28,1.89,64.93,False,False,False,2026-01-08
TRU,TruCap Finance Limited,Financial Services,Credit Services,931179136,59.25,-14.49,-62.33,3.017,32.89,24.16,40.38,True,False,False,2026-01-08
CINEVISTA,Cinevista Limited,Communication Services,Entertainment,929322176,31.62,0.0,0.0,0.437,0.77,9.7,26.8,False,False,False,2026-01-08
ORCHASP,Orchasp Limited,Technology,Software - Application,920305088,10.52,1.4,3.79,0.1405,0.21,1.36,54.4,False,False,False,2026-01-08
VIVIMEDLAB,Vivimed Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,917027904,31.96,0.0,0.0,0.0,7.3,5.69,76.52,False,False,False,2026-01-08
AGRITECH,Agri-tech (India) Limited,Consumer Defensive,Farm Products,903652224,1.11,0.0,0.0,0.0,0.02,0.16,0.0,False,False,False,2026-01-08
TFL,Transwarranty Finance Limited,Financial Services,Mortgage Finance,903354368,5.08,-8.05,-20.44,1.0148,1.26,2.01,26.18,True,False,False,2026-01-08
MOTOGENFIN,The Motor & General Finance Limited,Real Estate,Real Estate Services,884559936,0.8,0.35,1.98,0.0048,1.11,0.14,20.98,False,False,False,2026-01-08
AMDIND,AMD Industries Limited,Consumer Cyclical,Packaging & Containers,883970368,1.0,0.82,-1.96,0.5342,2.95,1.08,24.6,False,False,False,2026-01-08
DBSTOCKBRO,DB (International) Stock Brokers Limited,Financial Services,Capital Markets,880256192,5.79,3.22,6.59,0.0358,1.01,1.27,30.3,True,True,False,2026-01-08
